image_id,split,fg_ratio,n_components,component_id,area,width,height,bbox_left,bbox_top,bbox_right,bbox_bottom,aspect_ratio,perimeter,circularity,solidity
003212,train,0.198275,5,1,571,42,23,150,0,192,23,1.8261,104.33,0.659268,1.045788
003212,train,0.198275,5,2,873,25,45,175,55,200,100,0.5556,118.43,0.782217,1.044258
003212,train,0.198275,5,3,2159,70,48,81,60,151,108,1.4583,204.17,0.650869,0.943619
003212,train,0.198275,5,4,501,23,32,0,70,23,102,0.7188,91.94,0.74478,1.053628
003212,train,0.198275,5,5,3827,123,50,30,145,153,195,2.46,337.18,0.423007,0.85158
003220,train,0.115975,1,1,4639,144,54,38,45,182,99,2.6667,393.36,0.376746,0.781766
003215,train,0.34545,3,1,8444,193,80,7,4,200,84,2.4125,527.3,0.381625,0.785123
003215,train,0.34545,3,2,4288,114,57,86,143,200,200,2.0,299.34,0.601368,1.014311
003215,train,0.34545,3,3,1086,52,33,0,148,52,181,1.5758,143.74,0.660517,1.02598
003219,train,0.31185,2,1,5343,119,76,0,0,119,76,1.5658,355.38,0.53163,0.921922
003219,train,0.31185,2,2,7131,167,81,20,90,187,171,2.0617,483.35,0.383571,0.778536
003218,train,0.12525,3,1,2751,68,68,40,3,108,71,1.0,251.28,0.547504,0.874166
003218,train,0.12525,3,2,1798,53,56,96,140,149,196,0.9464,213.38,0.496242,0.843735
003218,train,0.12525,3,3,461,24,28,9,168,33,196,0.8571,82.43,0.852664,1.033632
003222,train,0.012875,2,1,280,70,7,31,97,101,104,10.0,145.21,0.166861,0.992908
003222,train,0.012875,2,2,235,64,4,111,100,175,104,16.0,130.83,0.172534,1.316527
003223,train,0.01385,2,1,245,32,27,0,150,32,177,1.1852,102.33,0.294039,0.737952
003223,train,0.01385,2,2,309,80,6,79,171,159,177,13.3333,162.97,0.146201,1.091873
003221,train,0.01185,2,1,301,75,6,34,31,109,37,12.5,155.31,0.156804,1.036145
003221,train,0.01185,2,2,173,65,3,117,35,182,38,21.6667,130.83,0.127014,1.478632
003224,train,0.042575,1,1,1703,135,44,0,156,135,200,3.0682,617.2,0.056178,0.61469
003225,train,0.048175,1,1,1927,158,60,0,139,158,199,2.6333,740.36,0.044178,0.530343
003226,train,0.0624,3,1,2185,195,68,0,95,195,163,2.8676,841.37,0.038787,0.460485
003226,train,0.0624,3,2,98,23,5,32,154,55,159,4.6,47.9,0.536752,1.25641
003226,train,0.0624,3,3,213,57,5,91,157,148,162,11.4,116.49,0.197264,1.142091
003228,train,0.035975,3,1,859,148,33,52,161,200,194,4.4848,330.27,0.098963,0.789522
003228,train,0.035975,3,2,263,56,11,33,174,89,185,5.0909,119.46,0.231607,1.041584
003228,train,0.035975,3,3,317,64,15,136,185,200,200,4.2667,141.36,0.199363,0.752076
003227,train,0.064175,4,1,2162,193,68,0,22,193,90,2.8382,830.06,0.039432,0.439744
003227,train,0.064175,4,2,99,26,4,0,83,26,87,6.5,54.83,0.413841,1.365517
003227,train,0.064175,4,3,94,23,5,40,82,63,87,4.6,48.49,0.502479,1.236842
003227,train,0.064175,4,4,212,55,5,103,85,158,90,11.0,112.73,0.209644,1.076142
003229,train,0.045625,4,1,1017,168,37,32,137,200,174,4.5405,373.24,0.09174,0.771331
003229,train,0.045625,4,2,121,42,21,158,143,200,164,2.0,101.15,0.148603,0.812081
003229,train,0.045625,4,3,253,56,11,13,150,69,161,5.0909,120.63,0.218493,1.007968
003229,train,0.045625,4,4,434,85,19,115,161,200,180,4.4737,190.33,0.150558,0.736842
003233,train,0.01195,3,1,60,18,5,118,97,136,102,3.6,38.49,0.509063,1.212121
003233,train,0.01195,3,2,230,56,11,30,175,86,186,5.0909,118.87,0.204547,1.008772
003233,train,0.01195,3,3,188,35,8,6,186,41,194,4.375,77.56,0.392765,1.021739
003232,train,0.017775,4,1,179,37,7,163,0,200,7,5.2857,81.31,0.340201,1.158576
003232,train,0.017775,4,2,318,74,6,19,26,93,32,12.3333,152.73,0.171317,1.058236
003232,train,0.017775,4,3,86,22,5,107,26,129,31,4.4,47.66,0.475836,1.211268
003232,train,0.017775,4,4,128,43,4,157,29,200,33,10.75,87.66,0.209338,1.261084
003230,train,0.034375,6,1,678,118,29,82,82,200,111,4.069,261.88,0.12423,0.841191
003230,train,0.034375,6,2,207,55,10,64,95,119,105,5.5,115.46,0.195141,1.032419
003230,train,0.034375,6,3,159,35,11,165,106,200,117,3.1818,78.63,0.323191,0.996865
003230,train,0.034375,6,4,117,39,3,2,146,41,149,13.0,80.0,0.229729,1.539474
003230,train,0.034375,6,5,158,50,4,107,147,157,151,12.5,101.07,0.194363,1.289796
003230,train,0.034375,6,6,56,22,3,174,147,196,150,7.3333,44.24,0.359514,1.513514
003238,train,0.00855,1,1,342,84,7,91,50,175,57,12.0,172.73,0.144049,1.013333
003236,train,0.009325,2,1,264,63,6,6,31,69,37,10.5,129.9,0.196607,1.056
003236,train,0.009325,2,2,109,29,4,137,36,166,40,7.25,60.24,0.377423,1.3625
003231,train,0.044475,6,1,840,132,30,68,7,200,37,4.4,294.27,0.121901,0.787254
003231,train,0.044475,6,2,261,56,11,50,20,106,31,5.0909,120.04,0.227608,0.979362
003231,train,0.044475,6,3,245,49,14,151,30,200,44,3.5,111.36,0.248287,0.822148
003231,train,0.044475,6,4,126,30,5,0,70,30,75,6.0,66.49,0.358203,1.105263
003231,train,0.044475,6,5,98,24,5,159,71,183,76,4.8,51.07,0.472157,1.232704
003231,train,0.044475,6,6,209,55,5,91,72,146,77,11.0,112.14,0.208842,1.132791
003239,train,0.015225,1,1,609,151,8,29,167,180,175,18.875,307.56,0.080905,0.919245
003240,train,0.017325,1,1,693,92,12,0,31,92,43,7.6667,200.87,0.21583,0.839491
003234,train,0.0152,4,1,71,18,5,159,37,177,42,3.6,39.07,0.584464,1.245614
003234,train,0.0152,4,2,250,58,11,71,115,129,126,5.2727,122.87,0.208093,1.039501
003234,train,0.0152,4,3,195,41,7,47,127,88,134,5.8571,86.97,0.323966,1.107955
003234,train,0.0152,4,4,92,22,6,118,137,140,143,3.6667,47.9,0.50389,1.179487
003241,train,0.0344,2,1,345,51,36,0,57,51,93,1.4167,140.85,0.218523,0.751634
003241,train,0.0344,2,2,1031,140,11,0,95,140,106,12.7273,299.6,0.144341,0.797988
003237,train,0.01155,3,1,333,83,7,27,157,110,164,11.8571,170.73,0.143564,1.003012
003237,train,0.01155,3,2,41,11,4,134,160,145,164,2.75,25.41,0.797701,1.438596
003237,train,0.01155,3,3,88,23,5,177,161,200,166,4.6,49.66,0.448471,1.197279
003235,train,0.0215,5,1,237,55,11,101,39,156,50,5.0,117.46,0.215878,0.97732
003235,train,0.0215,5,2,216,41,7,75,52,116,59,5.8571,86.14,0.36579,1.11054
003235,train,0.0215,5,3,76,22,5,146,62,168,67,4.4,46.49,0.44197,1.256198
003235,train,0.0215,5,4,223,62,5,6,125,68,130,12.4,126.49,0.17516,1.117794
003235,train,0.0215,5,5,108,30,4,135,129,165,133,7.5,61.66,0.357002,1.333333
003242,train,0.0352,3,1,197,30,20,151,0,181,20,1.5,75.5,0.434321,1.005102
003242,train,0.0352,3,2,670,100,10,0,22,100,32,10.0,213.11,0.185381,0.939033
003242,train,0.0352,3,3,541,75,12,125,23,200,35,6.25,162.63,0.257051,0.918506
003243,train,0.06475,4,1,1368,194,87,0,39,194,126,2.2299,472.52,0.076995,0.419375
003243,train,0.06475,4,2,88,23,15,55,97,78,112,1.5333,56.77,0.343132,1.173333
003243,train,0.06475,4,3,792,118,14,0,125,118,139,8.4286,259.5,0.147798,0.835003
003243,train,0.06475,4,4,342,57,9,143,130,200,139,6.3333,123.21,0.283088,0.978541
003244,train,0.05695,3,1,91,26,17,141,11,167,28,1.5294,63.84,0.28058,1.116564
003244,train,0.05695,3,2,170,36,22,53,14,89,36,1.6364,89.15,0.268766,0.985507
003244,train,0.05695,3,3,2017,200,27,0,26,200,53,7.4074,582.85,0.07461,0.69708
003245,train,0.0854,4,1,1283,200,61,0,37,200,98,3.2787,465.22,0.074494,0.439911
003245,train,0.0854,4,2,87,27,16,131,110,158,126,1.6875,64.43,0.263391,1.067485
003245,train,0.0854,4,3,140,34,20,43,113,77,133,1.7,82.33,0.259576,1.040892
003245,train,0.0854,4,4,1906,194,26,0,125,194,151,7.4615,564.61,0.075134,0.679743
003251,train,0.0286,3,1,141,32,8,168,0,200,8,4.0,72.97,0.332762,0.903846
003251,train,0.0286,3,2,532,83,8,0,126,83,134,10.375,172.73,0.224077,1.082401
003251,train,0.0286,3,3,471,72,10,128,128,200,138,7.2,154.28,0.248649,0.97921
003248,train,0.0216,3,1,630,82,11,104,11,186,22,7.4545,182.77,0.236997,0.969977
003248,train,0.0216,3,2,158,25,8,30,12,55,20,3.125,56.73,0.616983,1.104895
003248,train,0.0216,3,3,76,22,5,0,14,22,19,4.4,47.9,0.416257,1.151515
003252,train,0.02115,2,1,723,127,9,5,32,132,41,14.1111,262.28,0.13207,1.021186
003252,train,0.02115,2,2,123,24,6,176,36,200,42,4.0,54.24,0.525331,1.188406
003249,train,0.0442,4,1,931,104,23,34,56,138,79,4.5217,327.92,0.108796,0.755375
003249,train,0.0442,4,2,246,46,7,0,99,46,106,6.5714,102.97,0.291554,1.008197
003249,train,0.0442,4,3,486,68,10,131,98,199,108,6.8,146.04,0.286347,1.002062
003249,train,0.0442,4,4,105,22,5,57,100,79,105,4.4,48.24,0.56694,1.288344
003253,train,0.008075,1,1,323,60,8,52,115,112,123,7.5,126.14,0.255089,1.066007
003246,train,0.049125,4,1,139,34,21,148,22,182,43,1.619,84.91,0.242264,0.955326
003246,train,0.049125,4,2,1337,127,29,65,29,192,58,4.3793,522.41,0.061563,0.682665
003246,train,0.049125,4,3,320,52,10,0,47,52,57,5.2,113.21,0.313737,0.962406
003246,train,0.049125,4,4,169,33,7,65,50,98,57,4.7143,70.73,0.424536,1.090323
003255,train,0.095875,1,1,3835,200,22,0,106,200,128,9.0909,435.9,0.253631,1.002614
003256,train,0.088175,1,1,3527,200,22,0,41,200,63,9.0909,434.73,0.23452,1.003842
003257,train,0.075175,1,1,3007,200,19,0,160,200,179,10.5263,429.31,0.205019,1.006864
003254,train,0.079625,1,1,3185,173,22,0,138,173,160,7.8636,380.38,0.276613,0.984392
003258,train,0.076925,1,1,3077,200,19,0,99,200,118,10.5263,429.9,0.20922,1.012338
003247,train,0.090225,7,1,370,66,17,0,16,66,33,3.8824,147.94,0.212439,0.849598
003247,train,0.090225,7,2,860,148,35,52,22,200,57,4.2286,373.58,0.077435,0.592695
003247,train,0.090225,7,3,293,58,25,45,63,103,88,2.32,141.54,0.183791,0.827684
003247,train,0.090225,7,4,145,36,20,148,107,184,127,1.8,85.74,0.247862,1.066176
003247,train,0.090225,7,5,1433,128,29,64,115,192,144,4.4138,482.85,0.077237,0.730936
003247,train,0.090225,7,6,355,51,10,0,132,51,142,5.1,114.38,0.340959,0.954301
003247,train,0.090225,7,7,153,33,5,65,136,98,141,6.6,70.24,0.389672,1.259259
003259,train,0.077875,1,1,3115,200,19,0,16,200,35,10.5263,431.31,0.210417,1.003382
003262,train,0.07535,1,1,3014,200,18,0,96,200,114,11.1111,427.9,0.206857,1.012939
003250,train,0.053325,6,1,360,69,17,127,18,196,35,4.0588,153.36,0.19236,0.858164
003250,train,0.053325,6,2,56,18,5,95,30,113,35,3.6,37.9,0.489927,1.230769
003250,train,0.053325,6,3,120,26,13,174,64,200,77,2.0,66.18,0.344261,0.91954
003250,train,0.053325,6,4,886,101,23,5,91,106,114,4.3913,320.51,0.108383,0.740493
003250,train,0.053325,6,5,579,81,10,100,133,181,143,8.1,169.46,0.253382,1.008711
003250,train,0.053325,6,6,132,24,6,27,134,51,140,4.0,52.49,0.602156,1.222222
003264,train,0.07985,1,1,3194,200,18,0,93,200,111,11.1111,429.9,0.217176,1.00456
003261,train,0.077875,1,1,3115,200,19,0,32,200,51,10.5263,431.31,0.210417,0.995049
003263,train,0.059825,1,1,2393,200,16,0,79,200,95,12.5,423.56,0.167622,0.992534
003260,train,0.07885,1,1,3154,200,19,0,123,200,142,10.5263,429.9,0.214456,1.011708
003265,train,0.076275,1,1,3051,18,200,102,0,120,200,0.09,428.49,0.208824,1.016831
003266,train,0.076225,1,1,3049,19,200,30,0,49,200,0.095,429.9,0.207316,1.000164
003267,train,0.079625,1,1,3185,200,27,0,27,200,54,7.4074,464.38,0.185594,0.800151
003270,train,0.16195,1,1,6478,200,37,0,34,200,71,5.4054,465.31,0.375975,0.996692
003274,train,0.106575,1,1,4263,200,26,0,48,200,74,7.6923,442.73,0.273307,0.99105
003269,train,0.08825,1,1,3530,200,25,0,83,200,108,8.0,444.14,0.224875,0.899822
003268,train,0.083925,1,1,3357,200,25,0,159,200,184,8.0,470.73,0.19038,0.848906
003272,train,0.158425,1,1,6337,200,34,0,95,200,129,5.8824,461.9,0.373249,1.004996
003271,train,0.143575,1,1,5743,200,38,0,127,200,165,5.2632,461.7,0.338557,0.968874
003273,train,0.103375,1,1,4135,200,23,0,162,200,185,8.6957,439.07,0.269535,1.016095
003275,train,0.14585,1,1,5834,200,35,0,91,200,126,5.7143,459.56,0.347135,0.990576
003276,train,0.1448,1,1,5792,200,33,0,134,200,167,6.0606,456.73,0.348918,1.004422
003279,train,0.105375,1,1,4215,26,200,81,0,107,200,0.13,442.97,0.269934,0.988045
003280,train,0.1029,1,1,4116,24,200,4,0,28,200,0.12,439.9,0.267287,0.996128
003278,train,0.131175,1,1,5247,182,31,18,18,200,49,5.871,415.56,0.381822,1.013423
003277,train,0.108375,1,1,4335,162,31,38,72,200,103,5.2258,374.38,0.388654,0.98277
003281,train,0.111125,1,1,4445,23,200,141,0,164,200,0.115,441.66,0.28636,1.029173
003283,train,0.0838,1,1,3352,25,194,47,0,72,194,0.1289,436.28,0.221297,0.913103
003282,train,0.136725,1,1,5469,31,200,146,0,177,200,0.155,453.56,0.334084,0.999269
003285,train,0.10765,1,1,4306,25,200,41,0,66,200,0.125,442.73,0.276064,1.004549
003284,train,0.0964,1,1,3856,27,200,140,0,167,200,0.135,447.56,0.241909,0.923151
003289,train,0.054075,1,1,2163,200,14,0,150,200,164,14.2857,422.38,0.152353,0.945367
003291,train,0.023775,1,1,951,200,7,0,88,200,95,28.5714,407.07,0.072119,1.05374
003292,train,0.024275,1,1,971,200,8,0,21,200,29,25.0,408.49,0.073127,1.034079
003287,train,0.102,2,1,2337,200,15,0,39,200,54,13.3333,427.6,0.160619,0.934053
003287,train,0.102,2,2,1743,200,13,0,59,200,72,15.3846,427.6,0.119794,0.836975
003290,train,0.0954,2,1,2578,200,19,0,129,200,148,10.5263,428.14,0.176733,0.930182
003290,train,0.0954,2,2,1238,200,7,0,168,200,175,28.5714,408.83,0.093078,1.112309
003295,train,0.024975,1,1,999,180,10,20,69,200,79,18.0,370.14,0.09163,0.906122
003288,train,0.112575,4,1,671,115,9,0,6,115,15,12.7778,240.04,0.146339,0.913547
003288,train,0.112575,4,2,1443,180,13,0,15,180,28,13.8462,379.7,0.125776,0.938537
003288,train,0.112575,4,3,1013,113,13,37,34,150,47,8.6923,239.11,0.222646,0.934071
003288,train,0.112575,4,4,1376,164,13,0,110,164,123,12.6154,349.11,0.141872,0.812999
003294,train,0.035825,2,1,382,69,8,2,146,71,154,8.625,147.21,0.221503,0.92944
003294,train,0.035825,2,2,1051,177,10,5,178,182,188,17.7,362.97,0.100247,0.983622
003296,train,0.0244,1,1,976,163,9,0,163,163,172,18.1111,337.07,0.107949,0.987854
003286,train,0.1106,2,1,2482,200,17,0,80,200,97,11.7647,428.77,0.169654,0.883746
003286,train,0.1106,2,2,1942,200,17,0,103,200,120,11.7647,425.7,0.134665,0.854942
003293,train,0.02025,1,1,810,200,6,0,168,200,174,33.3333,405.66,0.061855,1.073559
003298,train,0.057725,3,1,731,184,7,0,103,184,110,26.2857,374.49,0.065502,1.032486
003298,train,0.057725,3,2,686,184,6,0,109,184,115,30.6667,373.66,0.061743,1.037037
003298,train,0.057725,3,3,892,170,8,0,153,170,161,21.25,348.49,0.092301,1.036005
003297,train,0.041075,2,1,865,200,7,0,171,200,178,28.5714,406.49,0.065786,1.066584
003297,train,0.041075,2,2,778,200,6,0,177,200,183,33.3333,405.07,0.059584,1.082058
003300,train,0.0286,1,1,1144,200,9,0,142,200,151,22.2222,409.31,0.085807,1.030631
003301,train,0.04425,3,1,806,169,6,31,79,200,85,28.1667,344.24,0.08547,1.126485
003301,train,0.04425,3,2,388,130,5,70,145,200,150,26.0,263.07,0.070452,1.102273
003301,train,0.04425,3,3,576,165,6,35,150,200,156,27.5,335.07,0.06447,1.072626
003299,train,0.0585,3,1,765,200,6,0,53,200,59,33.3333,405.07,0.058588,1.107893
003299,train,0.0585,3,2,717,200,6,0,59,200,65,33.3333,405.07,0.054912,1.068554
003299,train,0.0585,3,3,858,174,7,0,104,174,111,24.8571,354.49,0.085803,1.065177
003305,train,0.0525,2,1,1283,200,12,0,107,200,119,16.6667,414.97,0.093627,0.914469
003305,train,0.0525,2,2,817,171,6,0,174,171,180,28.5,348.14,0.084707,1.084273
003307,train,0.02795,1,1,1118,151,11,49,154,200,165,13.7273,319.7,0.137458,0.95068
003304,train,0.02845,1,1,1138,181,8,0,146,181,154,22.625,371.07,0.103858,1.054192
003306,train,0.0478,2,1,1141,200,10,0,42,200,52,20.0,411.31,0.084752,0.936013
003306,train,0.0478,2,2,771,169,6,0,109,169,115,28.1667,346.73,0.080591,1.001299
003302,train,0.053375,4,1,648,163,6,37,28,200,34,27.1667,331.07,0.074292,1.093671
003302,train,0.053375,4,2,360,120,5,80,94,200,99,24.0,243.66,0.0762,1.104294
003302,train,0.053375,4,3,450,151,6,49,98,200,104,25.1667,306.49,0.060201,1.071429
003302,train,0.053375,4,4,677,169,5,31,145,200,150,33.8,342.24,0.072632,1.151361
003309,train,0.009575,1,1,383,87,6,63,68,150,74,14.5,180.24,0.148147,1.066852
003303,train,0.024625,3,1,268,91,4,109,27,200,31,22.75,183.66,0.099846,1.209932
003303,train,0.024625,3,2,372,124,6,76,31,200,37,20.6667,252.49,0.07333,1.075145
003303,train,0.024625,3,3,345,69,5,131,77,200,82,13.8,144.0,0.209076,1.268382
003310,train,0.06365,1,1,2546,200,16,0,174,200,190,12.5,422.97,0.178833,1.000196
003311,train,0.0738,1,1,2952,200,19,0,89,200,108,10.5263,428.73,0.201819,0.985478
003316,train,0.050675,1,1,2027,160,24,40,155,200,179,6.6667,365.46,0.190719,0.78505
003308,train,0.02935,3,1,848,127,10,73,107,200,117,12.7,266.63,0.149898,0.981481
003308,train,0.02935,3,2,199,49,5,40,175,89,180,9.8,103.41,0.233831,1.177515
003308,train,0.02935,3,3,127,29,5,150,176,179,181,5.8,60.49,0.436229,1.245098
003313,train,0.045,2,1,479,101,6,0,32,101,38,16.8333,207.66,0.13959,1.127059
003313,train,0.045,2,2,1321,162,14,0,65,162,79,11.5714,337.7,0.145564,0.885686
003314,train,0.068675,1,1,2747,200,18,0,95,200,113,11.1111,428.97,0.187592,0.950355
003312,train,0.072725,2,1,2722,200,17,0,35,200,52,11.7647,424.97,0.1894,0.999449
003312,train,0.072725,2,2,187,28,10,0,177,28,187,2.8,67.31,0.518614,1.027473
003315,train,0.0382,1,1,1528,200,14,0,23,200,37,14.2857,415.46,0.111246,0.928311
003318,train,0.039125,1,1,1565,17,200,50,0,67,200,0.085,418.87,0.11209,0.964858
003320,train,0.105125,1,1,4205,25,200,79,0,104,200,0.125,447.6,0.263754,0.954164
003321,train,0.0945,1,1,3780,33,200,97,0,130,200,0.165,449.4,0.235202,0.850777
003323,train,0.043425,1,1,1737,23,180,90,1,113,181,0.1278,384.91,0.147329,0.921241
003319,train,0.0473,1,1,1892,15,200,46,0,61,200,0.075,428.53,0.129472,0.843325
003322,train,0.065175,1,1,2607,26,200,111,0,137,200,0.13,440.95,0.168487,0.865107
003317,train,0.056975,3,1,248,42,12,58,42,100,54,3.5,101.11,0.304825,0.818482
003317,train,0.056975,3,2,623,143,7,0,81,143,88,20.4286,293.07,0.091149,1.020475
003317,train,0.056975,3,3,1408,200,13,0,115,200,128,15.3846,414.97,0.102749,0.863804
003324,train,0.13425,1,1,5370,36,200,140,0,176,200,0.18,458.18,0.321444,0.960902
003325,train,0.124875,1,1,4995,30,200,139,0,169,200,0.15,456.18,0.301624,0.939263
003327,train,0.09405,1,1,3762,30,200,146,0,176,200,0.15,453.3,0.230072,0.79619
003326,train,0.056325,1,1,2253,23,194,148,6,171,200,0.1186,424.81,0.156884,0.715011
003329,train,0.13865,1,1,5546,200,33,0,122,200,155,6.0606,460.53,0.328609,0.953822
003328,train,0.14115,1,1,5646,200,34,0,45,200,79,5.8824,460.63,0.334388,0.959714
003330,train,0.1522,1,1,6088,200,42,0,20,200,62,4.7619,703.05,0.154777,0.853797
003331,train,0.15265,1,1,6106,200,41,0,54,200,95,4.878,706.57,0.153694,0.839659
003332,train,0.11595,2,1,809,143,8,57,0,200,8,17.875,294.14,0.117502,1.050649
003332,train,0.11595,2,2,3829,200,24,0,12,200,36,8.3333,448.81,0.238873,0.944732
003334,train,0.14125,2,1,1841,200,13,0,132,200,145,15.3846,417.8,0.132534,0.969458
003334,train,0.14125,2,2,3809,200,23,0,152,200,175,8.6957,449.5,0.236901,0.902286
003335,train,0.13585,2,1,1560,200,10,0,31,200,41,20.0,416.63,0.112938,0.997761
003335,train,0.13585,2,2,3874,200,24,0,50,200,74,8.3333,447.6,0.242993,0.901979
003339,train,0.110275,2,1,858,177,7,23,85,200,92,25.2857,362.14,0.082213,1.016588
003339,train,0.110275,2,2,3553,200,29,0,102,200,131,6.8966,464.65,0.2068,0.776527
003333,train,0.14845,2,1,2067,200,15,0,52,200,67,13.3333,423.11,0.14509,0.937202
003333,train,0.14845,2,2,3871,200,25,0,71,200,96,8.0,445.84,0.244722,0.937969
003338,train,0.1112,2,1,849,172,8,28,48,200,56,21.5,353.8,0.085232,0.975862
003338,train,0.1112,2,2,3599,200,24,0,67,200,91,8.3333,453.64,0.219771,0.880166
003337,train,0.1299,2,1,1608,200,12,0,109,200,121,16.6667,419.11,0.115036,0.92948
003337,train,0.1299,2,2,3588,200,21,0,131,200,152,9.5238,441.11,0.23172,0.93316
003342,train,0.08515,1,1,3406,197,43,3,19,200,62,4.5814,500.43,0.170908,0.657085
003340,train,0.096325,2,1,287,67,5,133,87,200,92,13.4,138.24,0.188716,1.200837
003340,train,0.096325,2,2,3566,200,27,0,106,200,133,7.4074,465.52,0.206781,0.823081
003336,train,0.1165,2,1,1119,200,9,0,86,200,95,22.2222,418.53,0.080277,0.84009
003336,train,0.1165,2,2,3541,200,23,0,106,200,129,8.6957,445.64,0.224062,0.87768
003343,train,0.06335,1,1,2534,133,38,67,88,200,126,3.5,342.69,0.271147,0.765675
003341,train,0.0855,3,1,3197,200,26,0,16,200,42,7.6923,472.59,0.179878,0.735365
003341,train,0.0855,3,2,90,13,9,82,139,95,148,1.4444,34.14,0.970222,1.16129
003341,train,0.0855,3,3,133,18,10,55,143,73,153,1.8,44.38,0.848386,1.127119
003347,train,0.0372,1,1,1488,200,13,0,127,200,140,15.3846,415.46,0.108334,0.930291
003345,train,0.1283,1,1,5132,177,184,23,16,200,200,0.962,779.71,0.106078,0.285143
003344,train,0.019,2,1,561,90,10,110,56,200,66,9.0,187.21,0.201141,0.986807
003344,train,0.019,2,2,199,40,6,160,148,200,154,6.6667,85.66,0.340831,1.146974
003349,train,0.038375,1,1,1535,200,15,0,91,200,106,13.3333,418.28,0.110249,0.853252
003348,train,0.032125,1,1,1285,195,13,5,49,200,62,15.0,402.63,0.099611,0.912966
003354,train,0.1476,1,1,5904,200,35,0,29,200,64,5.7143,462.04,0.347531,0.98441
003350,train,0.032475,1,1,1299,200,10,0,58,200,68,20.0,416.18,0.094243,0.899584
003353,train,0.161075,1,1,6443,200,38,0,66,200,104,5.2632,469.7,0.366995,0.991078
003351,train,0.03365,1,1,1346,200,11,0,143,200,154,18.1818,417.01,0.097265,0.892869
003346,train,0.039125,2,1,1443,79,185,105,0,184,185,0.427,441.99,0.092822,0.628621
003346,train,0.039125,2,2,122,23,7,177,45,200,52,3.2857,52.49,0.556538,1.119266
003356,train,0.13765,1,1,5506,200,32,0,53,200,85,6.25,460.53,0.326239,0.979454
003352,train,0.052925,2,1,1542,94,200,6,0,100,200,0.47,485.0,0.082377,0.623534
003352,train,0.052925,2,2,575,90,7,110,108,200,115,12.8571,186.49,0.207773,1.142006
003360,train,0.154375,1,1,6175,200,40,0,89,200,129,5.0,636.67,0.191434,0.919788
003358,train,0.139175,1,1,5567,200,33,0,144,200,177,6.0606,461.94,0.327837,0.958176
003355,train,0.14505,1,1,5802,200,37,0,129,200,166,5.4054,465.36,0.336681,0.97064
003357,train,0.142875,1,1,5715,200,31,0,92,200,123,6.4516,464.77,0.332469,0.981369
003359,train,0.145475,1,1,5819,200,35,0,20,200,55,5.7143,553.25,0.238895,0.940672
003364,train,0.1373,2,1,1815,200,12,0,135,200,147,16.6667,417.56,0.130815,0.96981
003364,train,0.1373,2,2,3677,200,20,0,157,200,177,10.0,437.46,0.241454,0.980011
003366,train,0.10795,2,1,742,144,7,56,51,200,58,20.5714,294.49,0.107519,1.091176
003366,train,0.10795,2,2,3576,200,24,0,69,200,93,8.3333,443.2,0.228779,0.904973
003369,train,0.104875,1,1,4195,200,43,0,78,200,121,4.6512,484.35,0.22471,0.75085
003363,train,0.137675,2,1,1902,200,13,0,15,200,28,15.3846,420.04,0.135468,0.96377
003363,train,0.137675,2,2,3605,200,22,0,35,200,57,9.0909,442.53,0.231332,0.91637
003365,train,0.12385,2,1,1352,200,10,0,76,200,86,20.0,413.8,0.099222,0.981488
003365,train,0.12385,2,2,3602,200,21,0,97,200,118,9.5238,441.36,0.232368,0.945407
003367,train,0.107525,2,1,637,123,7,77,70,200,77,17.5714,252.49,0.125567,1.101124
003367,train,0.107525,2,2,3664,200,26,0,87,200,113,7.6923,458.02,0.219477,0.878236
003362,train,0.13675,2,1,1942,200,14,0,82,200,96,14.2857,422.04,0.137009,0.916038
003362,train,0.13675,2,2,3528,200,22,0,102,200,124,9.0909,443.11,0.225793,0.933086
003368,train,0.105,2,1,721,146,7,54,135,200,142,20.8571,298.49,0.101695,1.085026
003368,train,0.105,2,2,3479,200,23,0,154,200,177,8.6957,439.64,0.226189,0.923057
003361,train,0.175025,5,1,206,40,7,93,38,133,45,5.7143,87.07,0.341452,1.095745
003361,train,0.175025,5,2,223,39,7,161,42,200,49,5.5714,83.31,0.403721,1.158442
003361,train,0.175025,5,3,78,23,4,152,60,175,64,5.75,49.07,0.407055,1.228346
003361,train,0.175025,5,4,619,56,18,87,67,143,85,3.1111,161.94,0.29661,0.864525
003361,train,0.175025,5,5,5875,200,42,0,134,200,176,4.7619,790.47,0.118154,0.800463
003370,train,0.032225,2,1,126,17,10,175,62,192,72,1.7,42.97,0.857508,1.12
003370,train,0.032225,2,2,1163,200,8,0,132,200,140,25.0,411.56,0.086284,1.007799
003371,train,0.08805,2,1,446,76,7,0,20,76,27,10.8571,161.07,0.216028,1.082524
003371,train,0.08805,2,2,3076,200,19,0,102,200,121,10.5263,431.56,0.207549,0.982748
003372,train,0.089975,3,1,3275,200,20,0,31,200,51,10.0,434.14,0.218352,0.996956
003372,train,0.089975,3,2,269,64,5,23,62,87,67,12.8,131.07,0.196765,1.192905
003372,train,0.089975,3,3,55,14,4,67,160,81,164,3.5,31.41,0.700358,1.428571
003373,train,0.0374,2,1,349,84,6,4,88,88,94,14.0,170.97,0.150035,1.007215
003373,train,0.0374,2,2,1147,200,10,0,117,200,127,20.0,412.14,0.084855,0.964271
003375,train,0.12205,3,1,330,82,6,79,31,161,37,13.6667,166.97,0.148746,1.03125
