image_id,split,area,width,height,size_category
003729,train,63,3,45,small
003727,train,16,2,16,small
003727,train,1198,24,81,medium
003727,train,39,3,24,small
003727,train,112,5,36,small
003727,train,13,1,13,small
003727,train,12,1,12,small
003734,train,6286,60,194,medium
003734,train,18,1,18,small
003734,train,1766,23,152,medium
003734,train,20,2,20,small
003734,train,93,6,32,small
003732,train,221,8,45,small
003732,train,42,4,25,small
003732,train,25,2,21,small
003732,train,61,2,36,small
003732,train,29,3,22,small
003732,train,71,4,34,small
003735,train,5158,66,159,medium
003735,train,75,3,26,small
003735,train,2371,28,161,medium
003735,train,207,9,38,small
003736,train,47,5,14,small
003736,train,645,12,127,small
003736,train,73,3,35,small
003736,train,4608,60,128,medium
003736,train,733,33,31,small
003733,train,30,4,23,small
003733,train,24,2,19,small
003733,train,86,6,35,small
003733,train,305,8,57,small
003733,train,14,1,14,small
003733,train,118,5,38,small
003733,train,1067,23,60,medium
003739,train,4610,56,184,medium
003739,train,136,6,41,small
003739,train,1134,32,48,medium
003739,train,59,3,29,small
003739,train,34,3,20,small
003739,train,67,5,23,small
003739,train,1242,34,51,medium
003737,train,1494,38,58,medium
003737,train,1180,19,104,medium
003737,train,248,6,54,small
003737,train,1980,32,91,medium
003737,train,705,31,43,small
003737,train,466,14,58,small
003737,train,393,13,53,small
003731,train,1720,22,143,medium
003731,train,4505,59,148,medium
003731,train,218,8,46,small
003743,train,1310,22,101,medium
003743,train,2757,44,79,medium
003743,train,1509,45,50,medium
003742,train,372,22,24,small
003742,train,566,20,59,small
003742,train,227,9,49,small
003742,train,45,5,22,small
003742,train,1118,28,66,medium
003742,train,777,35,32,small
003738,train,9691,81,196,large
003738,train,306,11,57,small
003738,train,636,13,76,small
003738,train,147,8,35,small
003738,train,317,9,51,small
003738,train,185,15,20,small
003744,train,2838,82,59,medium
003744,train,2230,30,115,medium
003744,train,50,3,26,small
003744,train,92,5,26,small
003744,train,2083,91,67,medium
003744,train,2862,75,51,medium
003745,train,1859,17,192,medium
003745,train,1443,14,197,medium
003745,train,1043,30,45,medium
003745,train,71,3,42,small
003740,train,956,33,35,small
003740,train,3386,39,144,medium
003740,train,781,25,43,small
003740,train,167,9,37,small
003740,train,165,7,42,small
003740,train,18,1,18,small
003740,train,34,6,14,small
003740,train,23,3,21,small
003740,train,36,3,19,small
003741,train,313,12,55,small
003741,train,642,15,74,small
003741,train,265,11,49,small
003741,train,1391,25,79,medium
003741,train,155,7,35,small
003741,train,581,15,74,small
003741,train,161,9,31,small
003741,train,211,7,49,small
003747,train,252,9,55,small
003747,train,97,4,46,small
003747,train,4612,63,130,medium
003747,train,890,32,40,small
003747,train,558,12,70,small
003746,train,605,16,69,small
003746,train,320,14,43,small
003746,train,110,8,19,small
003746,train,170,8,37,small
003746,train,19,1,19,small
003746,train,272,10,54,small
003746,train,282,10,52,small
003746,train,2931,46,79,medium
003746,train,1288,42,46,medium
003748,train,3341,57,88,medium
003748,train,738,10,135,small
003748,train,214,17,18,small
003748,train,2087,43,71,medium
003748,train,33,3,17,small
003749,train,1036,48,29,medium
003749,train,786,32,33,small
003749,train,1049,57,29,medium
003749,train,280,10,54,small
003749,train,619,14,72,small
003749,train,168,8,34,small
003751,train,2436,74,44,medium
003751,train,120,41,8,small
003751,train,82,42,4,small
003751,train,644,86,15,small
003752,train,2245,99,40,medium
003752,train,304,42,9,small
003752,train,891,158,17,small
003752,train,547,89,16,small
003750,train,2988,73,103,medium
003750,train,477,12,78,small
003750,train,753,21,65,small
003753,train,2126,69,70,medium
003753,train,1,1,1,small
003753,train,52,24,4,small
003753,train,4,4,1,small
003753,train,1,1,1,small
003753,train,271,42,8,small
003753,train,661,116,19,small
003753,train,131,47,7,small
003755,train,1,1,1,small
003755,train,7,7,1,small
003755,train,62,28,4,small
003755,train,1,1,1,small
003755,train,223,41,7,small
003755,train,322,67,12,small
003755,train,1385,45,45,medium
003761,train,237,57,9,small
003761,train,57,33,3,small
003761,train,1,1,1,small
003761,train,684,73,15,small
003761,train,1893,72,36,medium
003754,train,1,1,1,small
003754,train,1,1,1,small
003754,train,84,40,4,small
003754,train,197,39,7,small
003754,train,5229,200,36,medium
003754,train,263,69,8,small
003754,train,62,33,3,small
003757,train,6018,198,45,medium
003757,train,90,41,8,small
003757,train,1,1,1,small
003757,train,1,1,1,small
003757,train,66,36,4,small
003757,train,1,1,1,small
003757,train,23,16,3,small
003757,train,32,19,3,small
003757,train,1,1,1,small
003757,train,1,1,1,small
003757,train,33,18,2,small
003759,train,860,110,17,small
003759,train,1,1,1,small
003759,train,214,50,6,small
003759,train,882,119,17,small
003759,train,3425,197,43,medium
003759,train,5787,106,73,medium
003759,train,1173,48,47,medium
003756,train,4380,194,41,medium
003756,train,198,40,7,small
003756,train,347,67,13,small
003756,train,242,57,10,small
003756,train,1,1,1,small
003758,train,7970,199,48,medium
003758,train,363,81,9,small
003758,train,234,65,11,small
003758,train,91,47,4,small
003760,train,1114,89,23,medium
003760,train,1,1,1,small
003760,train,275,55,9,small
003760,train,400,47,15,small
003760,train,1,1,1,small
003760,train,81,26,6,small
003760,train,981,43,29,small
003768,train,1,1,1,small
003768,train,53,25,5,small
003768,train,74,36,4,small
003768,train,4306,179,56,medium
003768,train,4171,75,81,medium
003765,train,43,43,1,small
003765,train,511,75,13,small
003765,train,116,42,5,small
003765,train,1152,50,30,medium
003765,train,1251,51,35,medium
003769,train,108,35,6,small
003769,train,43,16,5,small
003769,train,1,1,1,small
003769,train,5906,199,58,medium
003769,train,4181,149,54,medium
003767,train,193,46,10,small
003767,train,276,50,11,small
003767,train,559,105,13,small
003767,train,78,35,4,small
003767,train,2588,128,35,medium
003767,train,1522,57,36,medium
003762,train,231,54,8,small
003762,train,1,1,1,small
003762,train,53,32,3,small
003762,train,1,1,1,small
003762,train,580,72,15,small
003762,train,4484,148,54,medium
003766,train,1059,61,25,medium
003766,train,47,18,5,small
003766,train,1,1,1,small
003766,train,96,49,6,small
003766,train,217,41,8,small
003766,train,239,50,8,small
003766,train,73,21,7,small
003763,train,364,61,12,small
003763,train,124,48,6,small
003763,train,135,32,8,small
003763,train,1224,54,32,medium
003763,train,1112,51,29,medium
003764,train,283,76,10,small
003764,train,9,9,1,small
003764,train,93,43,5,small
003764,train,100,24,7,small
003764,train,794,28,44,small
003764,train,2193,116,33,medium
003773,train,179,49,8,small
003773,train,369,58,12,small
003773,train,554,102,12,small
003773,train,118,36,6,small
003773,train,2463,123,36,medium
003773,train,1062,44,31,medium
003771,train,2793,96,68,medium
003771,train,284,70,7,small
003771,train,561,81,13,small
003771,train,574,79,15,small
003775,train,607,38,32,small
003775,train,3557,160,51,medium
003775,train,3497,109,50,medium
003776,train,3640,200,42,medium
003776,train,38,22,3,small
003776,train,98,48,4,small
003776,train,2730,106,45,medium
003777,train,1099,45,30,medium
003777,train,465,102,12,small
003772,train,4820,135,65,medium
003772,train,703,132,14,small
003772,train,278,51,11,small
003774,train,4438,152,57,medium
003774,train,5583,200,49,medium
003770,train,2954,99,48,medium
003770,train,669,79,15,small
003770,train,48,28,3,small
003770,train,1,1,1,small
003770,train,2708,140,31,medium
003781,train,4803,159,59,medium
003781,train,34,13,5,small
003781,train,645,124,10,small
003781,train,67,16,6,small
003783,train,3269,91,68,medium
003783,train,264,55,8,small
003783,train,364,43,14,small
003783,train,135,19,10,small
003783,train,55,25,4,small
003779,train,2016,58,49,medium
003779,train,2404,112,31,medium
003779,train,1,1,1,small
003779,train,70,40,4,small
003779,train,55,33,7,small
003779,train,34,21,4,small
003779,train,1555,114,22,medium
003780,train,420,121,8,small
003780,train,70,32,7,small
003780,train,5601,196,57,medium
003785,train,150,37,7,small
003785,train,3035,60,72,medium
003785,train,1986,63,44,medium
003784,train,243,51,9,small
003784,train,1,1,1,small
003784,train,252,46,10,small
003784,train,599,71,15,small
003784,train,154,30,9,small
003784,train,1086,45,31,medium
003782,train,222,50,8,small
003782,train,4299,139,101,medium
003778,train,1489,62,35,medium
003778,train,1695,185,31,medium
003786,train,70,38,3,small
003786,train,1,1,1,small
003786,train,1,1,1,small
003786,train,197,40,7,small
003786,train,2559,66,62,medium
003786,train,6107,127,69,medium
003793,train,242,14,25,small
003793,train,1362,55,46,medium
003793,train,696,32,33,small
003793,train,823,75,18,small
003793,train,234,63,6,small
003793,train,6136,176,55,medium
003789,train,3520,168,34,medium
003789,train,287,82,8,small
003789,train,331,78,7,small
003789,train,76,38,7,small
003789,train,1410,56,37,medium
003789,train,847,38,37,small
003788,train,1482,45,43,medium
003788,train,456,107,11,small
003788,train,121,44,6,small
003788,train,97,24,6,small
003788,train,7004,200,53,medium
003787,train,244,61,8,small
003787,train,1,1,1,small
003787,train,6722,188,58,medium
003794,train,757,38,26,small
003794,train,578,125,9,small
003794,train,5470,200,55,medium
003792,train,2541,171,25,medium
003792,train,3692,140,57,medium
003797,train,3609,97,55,medium
003797,train,1501,36,52,medium
003797,train,16,16,1,small
003797,train,1,1,1,small
003797,train,2005,163,24,medium
003795,train,2087,91,35,medium
003795,train,1619,60,40,medium
003795,train,624,41,31,small
003795,train,64,38,4,small
003795,train,402,60,11,small
003795,train,784,35,31,small
003790,train,4677,169,71,medium
003790,train,295,59,12,small
003790,train,352,52,10,small
003790,train,104,37,7,small
003791,train,105,35,8,small
003791,train,19,18,2,small
003791,train,1,1,1,small
003791,train,5,5,1,small
003791,train,5379,199,53,medium
003801,train,154,44,7,small
003801,train,120,42,5,small
003801,train,4643,200,42,medium
003801,train,8732,198,63,medium
003796,train,617,51,17,small
003796,train,1712,150,21,medium
003796,train,1,1,1,small
003796,train,2547,179,25,medium
003796,train,3325,104,45,medium
003796,train,1744,71,35,medium
003798,train,491,61,14,small
003798,train,1306,105,20,medium
003798,train,368,56,14,small
003798,train,5713,175,89,medium
003802,train,148,41,9,small
003802,train,1,1,1,small
003802,train,50,18,4,small
003802,train,3273,199,34,medium
003802,train,799,20,59,small
003802,train,4080,144,40,medium
003800,train,280,13,30,small
003800,train,3010,108,54,medium
003800,train,850,138,11,small
003800,train,225,29,10,small
003799,train,5110,137,52,medium
003799,train,524,80,13,small
003799,train,22,16,2,small
003799,train,1,1,1,small
003799,train,102,30,8,small
003799,train,1226,106,19,medium
003803,train,2414,93,43,medium
003803,train,2593,181,32,medium
003806,train,834,133,15,small
003806,train,98,48,7,small
003806,train,1853,54,49,medium
003806,train,2579,124,32,medium
003810,train,3903,74,84,medium
003810,train,144,62,4,small
003810,train,1,1,1,small
003810,train,45,18,4,small
003810,train,153,40,6,small
003810,train,1,1,1,small
003810,train,16,16,1,small
003804,train,1,1,1,small
003804,train,511,100,10,small
003804,train,4685,160,59,medium
003805,train,5575,199,47,medium
003805,train,66,37,4,small
003805,train,647,122,9,small
003805,train,1409,43,48,medium
003808,train,19,19,1,small
003808,train,1,1,1,small
003808,train,29,19,4,small
003808,train,201,41,9,small
003808,train,1,1,1,small
003808,train,29,20,3,small
003808,train,171,37,10,small
003808,train,1,1,1,small
003808,train,19,19,1,small
003808,train,3152,93,66,medium
003814,train,1,1,1,small
003814,train,2,2,1,small
003814,train,36,25,4,small
003814,train,1,1,1,small
003814,train,1797,158,24,medium
003814,train,3,3,1,small
003814,train,1,1,1,small
003814,train,5675,193,58,medium
003807,train,123,35,6,small
003807,train,61,43,5,small
003807,train,1,1,1,small
003807,train,9,9,1,small
003807,train,1544,86,26,medium
003809,train,3122,104,50,medium
003809,train,1610,198,17,medium
003809,train,1,1,1,small
003812,train,224,44,9,small
003812,train,1,1,1,small
003812,train,1,1,1,small
003812,train,48,32,3,small
003812,train,68,33,5,small
003812,train,1,1,1,small
003812,train,2,2,1,small
003812,train,1,1,1,small
003812,train,1,1,1,small
003812,train,6602,199,44,medium
003811,train,1,1,1,small
003811,train,1850,114,24,medium
003811,train,4469,154,59,medium
003818,train,176,18,16,small
003818,train,9256,199,77,large
003818,train,267,52,9,small
003818,train,279,55,12,small
003818,train,1,1,1,small
003818,train,605,74,12,small
003818,train,143,33,8,small
003813,train,1123,63,26,medium
003813,train,125,36,7,small
003813,train,66,26,6,small
003813,train,13,13,2,small
003813,train,1,1,1,small
003813,train,1,1,1,small
003813,train,253,55,8,small
003817,train,1,1,1,small
003817,train,224,52,6,small
003817,train,475,58,13,small
003817,train,1,1,1,small
003817,train,1088,107,20,medium
003817,train,356,56,12,small
003817,train,2308,111,34,medium
003817,train,1399,58,38,medium
003817,train,588,42,29,small
003815,train,1,1,1,small
003815,train,1488,151,23,medium
003815,train,1,1,1,small
003815,train,4828,164,59,medium
003816,train,68,39,3,small
003816,train,687,125,12,small
003816,train,816,36,31,small
003816,train,4241,130,60,medium
003819,train,77,37,5,small
003819,train,1,1,1,small
003819,train,25,20,3,small
003819,train,4203,182,40,medium
003819,train,492,40,16,small
003819,train,67,24,5,small
003819,train,1169,46,32,medium
003819,train,1273,50,35,medium
003820,train,3503,148,46,medium
003820,train,63,6,15,small
003820,train,26,17,3,small
003820,train,192,42,8,small
003820,train,29,18,3,small
003820,train,175,40,8,small
003820,train,834,35,33,small
003820,train,722,45,27,small
003825,train,1693,198,14,medium
003825,train,1153,46,32,medium
003825,train,2162,197,19,medium
003826,train,288,53,10,small
003826,train,320,41,14,small
003826,train,109,19,9,small
003826,train,1148,41,45,medium
003826,train,2983,79,46,medium
003826,train,210,50,9,small
003826,train,601,68,17,small
003826,train,143,32,10,small
003826,train,26,21,3,small
003826,train,1,1,1,small
003822,train,1268,70,30,medium
003822,train,460,28,24,small
003822,train,585,62,23,small
003822,train,1027,40,38,medium
003822,train,209,54,10,small
003823,train,1297,48,42,medium
003823,train,1338,104,21,medium
003823,train,2911,79,47,medium
003828,train,725,151,10,small
003828,train,279,22,19,small
003828,train,3562,93,57,medium
003828,train,2072,71,43,medium
003824,train,3012,56,77,medium
003824,train,2075,114,28,medium
003824,train,82,26,5,small
003824,train,1139,60,40,medium
003824,train,1995,55,81,medium
003824,train,828,41,37,small
003827,train,240,57,9,small
003827,train,62,36,3,small
003827,train,1,1,1,small
003827,train,540,72,14,small
003827,train,698,33,30,small
003827,train,4507,130,63,medium
003830,train,808,62,22,small
003830,train,380,75,16,small
003830,train,2783,96,62,medium
003821,train,271,51,10,small
003821,train,579,72,13,small
003821,train,161,34,8,small
003821,train,1049,68,22,medium
003821,train,227,50,8,small
003821,train,1,1,1,small
003821,train,244,48,10,small
003821,train,1,1,1,small
003821,train,580,73,15,small
003821,train,170,34,9,small
003831,train,118,2,63,small
003831,train,226,7,47,small
003831,train,206,5,75,small
003831,train,394,11,59,small
003831,train,323,12,47,small
003831,train,46,4,27,small
003829,train,941,35,35,small
003829,train,1,1,1,small
003829,train,269,51,11,small
003829,train,626,74,15,small
003829,train,141,33,10,small
003829,train,1163,30,50,medium
003829,train,1131,31,57,medium
003834,train,56,5,35,small
003834,train,247,9,47,small
003834,train,46,4,22,small
003834,train,392,10,62,small
003834,train,164,9,56,small
003834,train,424,11,73,small
003834,train,184,7,42,small
003834,train,72,4,39,small
003834,train,125,7,26,small
003836,train,1591,20,186,medium
003836,train,1319,25,120,medium
003836,train,81,4,28,small
003836,train,116,3,63,small
003835,train,1982,23,191,medium
003835,train,4,2,3,small
003835,train,88,6,24,small
003835,train,1305,51,152,medium
003835,train,2130,26,138,medium
003838,train,843,24,88,small
003838,train,978,14,116,small
003838,train,96,6,20,small
003838,train,203,5,70,small
003840,train,2499,34,197,medium
003840,train,513,13,69,small
003840,train,662,9,122,small
003840,train,70,4,23,small
003840,train,1480,22,98,medium
003840,train,487,15,46,small
003840,train,121,6,26,small
003840,train,81,7,17,small
003840,train,186,8,35,small
003833,train,70,2,35,small
003833,train,1914,18,197,medium
003833,train,156,10,28,small
003833,train,183,5,77,small
003833,train,197,14,28,small
003833,train,252,10,50,small
003833,train,94,7,22,small
003833,train,1114,24,71,medium
003833,train,29,3,15,small
003833,train,25,5,5,small
003833,train,50,7,23,small
003833,train,30,4,9,small
003833,train,43,4,17,small
003833,train,136,24,22,small
003841,train,3070,28,186,medium
003841,train,4398,42,196,medium
003841,train,100,4,25,small
003841,train,387,13,44,small
003841,train,651,10,139,small
003841,train,280,10,74,small
003841,train,111,15,25,small
003841,train,182,10,31,small
003832,train,127,8,25,small
003832,train,137,2,69,small
003832,train,82,5,26,small
003832,train,205,11,51,small
003832,train,79,6,22,small
003832,train,194,5,76,small
003832,train,61,5,20,small
003832,train,16,1,16,small
003832,train,1288,24,78,medium
003832,train,49,6,20,small
003832,train,51,5,17,small
003839,train,1163,15,146,medium
003839,train,145,6,36,small
003839,train,366,11,57,small
003839,train,316,5,110,small
003839,train,18,1,18,small
003842,train,369,8,74,small
003842,train,2188,32,153,medium
003842,train,229,8,44,small
003842,train,1517,27,144,medium
003842,train,149,7,29,small
003842,train,181,7,40,small
003842,train,438,8,93,small
003842,train,754,26,38,small
003843,train,288,9,57,small
003843,train,943,82,193,small
003843,train,233,10,44,small
003843,train,193,8,48,small
003843,train,2957,45,176,medium
003843,train,411,8,97,small
003843,train,91,8,35,small
003843,train,36,15,26,small
003843,train,47,7,10,small
003845,train,1411,25,144,medium
003845,train,878,61,199,small
003845,train,2912,37,160,medium
003845,train,98,9,15,small
003845,train,92,5,31,small
003845,train,150,6,28,small
003845,train,519,20,86,small
003845,train,42,18,30,small
003844,train,413,7,88,small
003844,train,935,11,150,small
003844,train,252,10,44,small
003844,train,904,24,97,small
003844,train,47,16,29,small
003837,train,65,5,23,small
003837,train,12,1,12,small
003837,train,92,5,38,small
003837,train,82,5,33,small
003837,train,11,1,11,small
003837,train,943,16,109,small
003837,train,141,4,49,small
003837,train,154,9,24,small
003837,train,46,4,19,small
003837,train,73,4,21,small
003837,train,25,2,16,small
003837,train,89,6,28,small
003848,train,837,15,82,small
003848,train,352,8,80,small
003848,train,64,4,27,small
003848,train,53,3,31,small
003848,train,643,16,72,small
003848,train,62,3,22,small
003848,train,50,3,24,small
003848,train,99,6,31,small
003848,train,69,5,21,small
003848,train,30,3,17,small
003846,train,958,27,120,small
003846,train,84,19,33,small
003846,train,155,7,31,small
003846,train,67,5,21,small
003846,train,96,6,23,small
003846,train,129,5,43,small
003846,train,63,3,30,small
003846,train,302,10,49,small
003846,train,199,8,47,small
003849,train,239,8,51,small
003849,train,2137,22,187,medium
003849,train,31,3,19,small
003849,train,75,5,22,small
003849,train,116,7,31,small
003849,train,814,14,127,small
003849,train,43,3,22,small
003849,train,562,18,93,small
003849,train,38,4,16,small
003849,train,40,3,20,small
003849,train,15,3,13,small
003849,train,163,7,44,small
003847,train,214,13,30,small
003847,train,228,11,29,small
003847,train,1053,28,121,medium
003847,train,196,19,41,small
003847,train,212,8,53,small
003847,train,115,8,31,small
003847,train,66,4,26,small
003847,train,63,13,31,small
003847,train,82,3,32,small
003847,train,12,2,12,small
003847,train,224,7,50,small
003850,train,3779,40,130,medium
003850,train,1484,23,154,medium
003850,train,291,6,79,small
003850,train,587,21,101,small
003850,train,134,10,45,small
003850,train,18,1,18,small
003851,train,112,6,32,small
003851,train,286,7,71,small
003851,train,106,6,26,small
003851,train,312,17,55,small
003851,train,141,5,36,small
003851,train,57,6,30,small
003851,train,582,19,73,small
003851,train,16,2,15,small
003851,train,58,2,49,small
003851,train,71,4,28,small
003851,train,251,5,81,small
003851,train,277,10,56,small
003852,train,84,6,22,small
003852,train,918,23,71,small
003852,train,405,10,60,small
003852,train,10,2,9,small
003852,train,957,20,90,small
003852,train,270,5,87,small
003852,train,202,6,56,small
003853,train,1451,21,122,medium
003853,train,50,3,26,small
003853,train,64,3,40,small
003853,train,199,8,53,small
003853,train,209,6,53,small
003853,train,136,5,53,small
003853,train,775,23,61,small
003855,train,2314,16,196,medium
003855,train,190,9,47,small
003855,train,332,10,50,small
003855,train,2340,22,141,medium
003855,train,271,9,51,small
003859,train,2675,16,199,medium
003859,train,1561,17,154,medium
003859,train,435,12,82,small
003859,train,618,14,121,small
003854,train,2139,19,146,medium
003854,train,1198,24,99,medium
003856,train,1043,11,125,medium
003856,train,8495,60,196,medium
003856,train,2362,17,187,medium
003856,train,317,9,57,small
003856,train,130,9,41,small
003856,train,164,6,71,small
003857,train,2724,16,199,medium
003857,train,7439,48,198,medium
003857,train,1651,22,98,medium
003857,train,1089,28,59,medium
003857,train,204,9,41,small
003863,train,1978,15,195,medium
003863,train,67,3,26,small
003863,train,131,8,26,small
003863,train,236,14,40,small
003863,train,984,17,142,small
003863,train,32,3,22,small
003863,train,750,19,76,small
003863,train,145,11,31,small
003860,train,2577,17,199,medium
003860,train,248,8,54,small
003860,train,1049,17,156,medium
003860,train,81,5,32,small
003858,train,4702,49,200,medium
003858,train,2474,17,199,medium
003858,train,1911,32,139,medium
003858,train,153,15,36,small
003858,train,93,6,29,small
003862,train,2560,16,197,medium
003862,train,76,3,32,small
003862,train,61,5,25,small
003862,train,262,11,66,small
003864,train,636,17,90,small
003864,train,129,7,27,small
003864,train,127,7,34,small
003864,train,681,17,77,small
003864,train,360,14,54,small
003864,train,348,14,61,small
003861,train,2465,16,198,medium
003861,train,3165,41,198,medium
003861,train,136,7,62,small
003861,train,245,9,47,small
003861,train,173,9,28,small
003865,train,267,11,38,small
003865,train,398,11,64,small
003865,train,233,11,55,small
003865,train,44,5,37,small
003865,train,169,7,38,small
003865,train,74,5,24,small
003865,train,2586,199,18,medium
003865,train,86,5,35,small
003866,train,2780,199,18,medium
003866,train,800,24,73,small
003866,train,448,14,49,small
003868,train,931,24,85,small
003868,train,505,14,60,small
003868,train,2218,23,161,medium
003868,train,1489,28,115,medium
003870,train,4000,28,199,medium
003870,train,1242,24,118,medium
003870,train,976,22,103,small
003872,train,1169,31,90,medium
003872,train,399,135,14,small
003872,train,885,200,20,small
003872,train,57,40,4,small
003872,train,12,12,1,small
003872,train,2,2,1,small
003872,train,79,41,6,small
003872,train,3,3,1,small
003872,train,166,17,38,small
003872,train,195,16,21,small
003867,train,201,9,37,small
003867,train,1117,25,105,medium
003867,train,422,13,64,small
003867,train,2037,24,164,medium
003867,train,1337,24,102,medium
003869,train,1480,26,121,medium
003869,train,2402,25,155,medium
003869,train,725,17,84,small
003871,train,1552,33,132,medium
003871,train,1,1,1,small
003871,train,1578,194,29,medium
003871,train,1,1,1,small
003871,train,1,1,1,small
003871,train,7,7,1,small
003874,train,415,17,37,small
003874,train,661,199,16,small
003874,train,311,10,71,small
003874,train,573,20,70,small
003873,train,1220,25,118,medium
003873,train,357,16,39,small
003873,train,1,1,1,small
003873,train,37,22,3,small
003873,train,1,1,1,small
003873,train,255,106,10,small
003873,train,344,79,10,small
003873,train,7,7,1,small
003873,train,9,9,1,small
003873,train,1,1,1,small
003873,train,11,11,1,small
003873,train,1,1,1,small
003873,train,280,114,11,small
003878,train,618,199,7,small
003878,train,470,199,7,small
003878,train,1577,198,13,medium
003878,train,409,13,49,small
003877,train,1310,200,12,medium
003877,train,1506,199,12,medium
003877,train,359,14,59,small
003879,train,416,15,54,small
003879,train,236,96,5,small
003879,train,47,24,2,small
003879,train,155,61,4,small
003879,train,540,198,6,small
003879,train,1523,199,12,medium
003879,train,111,6,47,small
003879,train,196,9,39,small
003875,train,262,8,54,small
003875,train,1683,33,154,medium
003875,train,3089,199,21,medium
003881,train,330,12,45,small
003881,train,979,196,9,small
003881,train,1388,198,12,medium
003881,train,142,10,44,small
003881,train,130,9,29,small
003876,train,158,9,26,small
003876,train,293,15,33,small
003876,train,1356,199,11,medium
003876,train,1212,198,11,medium
003876,train,1216,23,109,medium
003880,train,1105,25,65,medium
003880,train,623,20,56,small
003880,train,396,196,7,small
003880,train,453,199,8,small
003880,train,1480,198,12,medium
003880,train,527,17,57,small
003883,train,713,17,94,small
003883,train,54,4,24,small
003883,train,744,199,11,small
003883,train,765,21,58,small
003883,train,85,5,28,small
003884,train,326,21,40,small
003884,train,95,5,31,small
003884,train,105,5,41,small
003884,train,80,38,7,small
003884,train,96,40,6,small
003884,train,74,39,6,small
003884,train,198,74,5,small
003884,train,183,9,27,small
003882,train,443,88,8,small
003882,train,684,94,12,small
003882,train,290,11,66,small
003882,train,155,62,5,small
003882,train,210,8,57,small
003889,train,63,3,25,small
003889,train,409,11,85,small
003889,train,410,67,11,small
003889,train,191,35,9,small
003886,train,1696,36,78,medium
003886,train,595,198,8,small
003886,train,168,100,4,small
003886,train,897,200,7,small
003886,train,734,20,88,small
003886,train,262,9,62,small
003886,train,106,10,21,small
003888,train,1355,17,143,medium
003888,train,517,126,8,small
003888,train,293,55,10,small
003887,train,96,3,49,small
003885,train,96,4,32,small
003885,train,328,10,58,small
003885,train,81,35,7,small
003885,train,159,46,5,small
003885,train,64,41,4,small
003885,train,66,4,27,small
003885,train,157,77,5,small
003885,train,72,23,5,small
003885,train,75,29,4,small
003885,train,250,75,6,small
003885,train,57,21,3,small
003895,train,162,5,46,small
003895,train,56,3,25,small
003895,train,15,3,13,small
003895,train,60,3,38,small
003891,train,133,6,36,small
003891,train,14,1,14,small
003891,train,657,11,145,small
003891,train,138,4,39,small
003891,train,28,3,18,small
003891,train,52,4,31,small
003891,train,220,8,45,small
003897,train,1974,24,160,medium
003897,train,125,8,30,small
003897,train,62,3,50,small
003897,train,54,3,23,small
003890,train,2664,27,199,medium
003890,train,47,4,19,small
003890,train,468,9,78,small
003890,train,60,3,27,small
003890,train,61,4,24,small
003893,train,1540,20,142,medium
003893,train,101,6,32,small
003893,train,81,6,40,small
003893,train,82,3,36,small
003893,train,1833,192,15,medium
003896,train,69,4,25,small
003896,train,168,6,48,small
003896,train,168,6,78,small
003896,train,95,5,41,small
003896,train,226,5,65,small
003898,train,106,5,26,small
003898,train,79,5,25,small
003898,train,291,11,41,small
003898,train,85,4,33,small
003898,train,1,1,1,small
003898,train,49,27,16,small
003898,train,478,113,21,small
003898,train,234,68,6,small
003898,train,1,1,1,small
003894,train,1435,193,45,medium
003894,train,45,22,5,small
003894,train,70,4,28,small
003894,train,164,7,63,small
003894,train,42,2,28,small
003894,train,95,7,27,small
003894,train,18,2,18,small
003892,train,1432,19,150,medium
003900,train,37,18,8,small
003900,train,512,104,20,small
003900,train,331,80,8,small
003900,train,87,32,4,small
003900,train,212,52,6,small
003900,train,76,4,42,small
003900,train,41,3,23,small
003900,train,129,7,32,small
003900,train,66,5,19,small
003982,train,828,114,22,small
003982,train,674,46,19,small
003982,train,84,5,27,small
003982,train,1090,13,172,medium
003982,train,851,11,148,small
003982,train,342,8,87,small
003982,train,64,3,32,small
003985,train,99,3,33,small
003985,train,215,4,62,small
003985,train,1273,15,131,medium
003985,train,320,6,81,small
003985,train,619,8,137,small
003985,train,230,7,60,small
003985,train,24,2,23,small
003985,train,244,6,70,small
003985,train,495,9,88,small
003985,train,129,5,56,small
003985,train,1200,127,18,medium
003981,train,574,11,100,small
003981,train,347,7,96,small
003981,train,471,9,79,small
003981,train,151,3,64,small
003981,train,24,2,17,small
003981,train,117,5,56,small
003981,train,270,5,71,small
003981,train,57,4,24,small
003981,train,106,4,31,small
003981,train,432,42,17,small
003981,train,46,17,5,small
003981,train,130,42,6,small
003981,train,1,1,1,small
003899,train,1084,194,46,medium
003899,train,93,42,7,small
003899,train,254,8,49,small
003899,train,26,3,18,small
003899,train,32,3,23,small
003899,train,18,2,12,small
003984,train,238,6,62,small
003984,train,1302,27,112,medium
003984,train,206,7,39,small
003984,train,740,8,172,small
003984,train,81,4,27,small
003984,train,226,5,73,small
003984,train,386,60,10,small
003984,train,405,12,46,small
003991,train,282,11,45,small
003991,train,56,5,30,small
003991,train,388,11,64,small
003991,train,226,6,77,small
003991,train,110,7,27,small
003991,train,211,7,46,small
003991,train,75,4,29,small
003991,train,64,2,60,small
003983,train,1424,19,199,medium
003983,train,350,5,91,small
003983,train,363,4,111,small
003983,train,328,7,72,small
003983,train,18,2,18,small
